,text
3249,"<price>65<rating>90<whiskey>George T. Stagg, 70.9%<review>Stagg is so smooth, it’s quite drinkable at higher proofs. On the other hand, when you bring it down to the strength that you would normally drink your whiskey, it’s almost too easygoing (I made the same comment about last year’s William Larue Weller bottling). The main theme to this whiskey is lush toffee sweetness and, like last year’s expression, some vanilla fudge, nougat, and molasses. Underlying notes of dates, tobacco, dark berried fruit, spearmint, and a hit of coffee round out the palate. Given the higher strength, it’s a true value bourbon -- almost like getting two bottles in one. A very nice whiskey but, when brought down to comparable strength, the Eagle Rare 17 has more complexity."
3250,"<price>300<rating>92<whiskey>Single Malts of Scotland 30 year old Glenrothes 1989 Single Cask (Cask No. 18177), 41.9%<review>The nose is aromatic, with peach blossom, apple skins, sugared strawberries, strands of cotton candy, biscuity malt, blanched almonds, and green tea leaves. Rounded and soft on the palate, there are flavors of apricots, peaches, and bright red cherries, firmly supported by malt; with water, the fruit is more pronounced and uplifted by a bracing tide of nuts, milk chocolate, oak, and tea leaves. The finish retains fruitiness but is focused on nuts, tobacco, and leathery oak. (92 bottles; U.S. exclusive)"
3251,"<price>132<rating>92<whiskey>Highland Park “Saint Magnus,” 55%<review>The second in a series of three high-strength, limited edition Highland Park whiskies, and a rather bold expression. Nicely sherried and noticeably smoky — more than a standard Highland Park. Quite spicy too — with cinnamon, but also ginger and nutmeg. Throw in some toffee apple, Cointreau, and waxed fruit for intrigue. Long, sherried, smoky finish. A very exciting whisky. (Not available in the U.S.)£85"
3252,"<price>60<rating>94<whiskey>Elijah Craig Barrel Proof Kentucky Straight (Batch C920), 66.4%<review>
Spice and fresh herbs on the nose, yielding to lemon meringue pie, peach tart, whipped cream, and baking spice. Bakery notes of cherry pie and red berries get things going on the palate, followed by sweet notes of vanilla wafer and frosted yellow cupcake atop herbs and spice, all accentuated with water. A long finish of Boston cream pie, coconut ice cream, baking spice, zesty herbs, and cigar ash."
3253,"<price>50<rating>83<whiskey>Blade and Bow, 45.5%<review>This whiskey is produced utilizing a solera system, similar to the way sherry is aged, and is said to contain some whiskey distilled at Stitzel-Weller. Thick and viscous in texture. Orchard fruit (orange, apricot, pear) on the front of the palate, segueing to honeyed vanilla, dried pit fruits, and dried spice (evergreen, cinnamon), leading to a warm finish. Intriguing, but lacking polish to garner a higher rating."
3254,"<price>71<rating>82<whiskey>Bakery Hill, Double Wood, 46%<review>Tasmania may be setting itself up as the Speyside of Australia, but there are a growing number of distilleries on the mainland, such as Bakery Hill in Bayswater on the Dadenong foothills of Victoria, which was started by David Baker in 1999. Working with tall stills, his aim is to make a lightly fragrant spirit, and certainly that intense banana-like quality is there on nose and palate while the use of sherry casks adds a fruitcake and golden raisin depth. "
3255,"<price>48<rating>92<whiskey>Big Peat Small Batch, 53.6%<review>The original Big Peat was a mix of smoky Islay malts and was already up there with the very best competition in the category, even though many of the others were bottled at cask strength. I scored it at 90. Now it’s back to play in the big boys' pool with a killer cask strength whisky of its own. This is to whisky what AC/DC is to heavy rock: old school, predictable, but great and exactly what fans want."
3256,"<price>80<rating>81<whiskey>Ballantine’s 17 year old Signature Distillery Editions – Miltonduff, 43%<review>A light, oily nose, a little nutty, baked apple, cinnamon, nutmeg, and malt biscuits. There are seductive dark spices and cooked fruit, almost savory, like lifting the lid on a tagine. A thinner mouthfeel showing some lime zest before a warm, enveloping glow of malt sweetness, gentle spice, toffee, raisin, and char emerges. Savory, peppery finish. Like nightfall, it gets darker the longer you contemplate it. With water, sweeter with more candied citrus as honeys materialize."
3257,"<price>55<rating>88<whiskey>Eau Claire Ploughman’s Rye, 43%<review>From rye grown in a single Alberta field, cultivated and harvested using horse-drawn farm machinery, this whisky was aged in new American oak, then finished in the distillery’s single malt barrels. The nose is dry, clean, and herbal: slatey, with hints of cereal. Quite sweet on the palate, with peaches, berries, kiwi, and exotic fruits. Warming and spicy, smoky but not hot, with hints of pancake syrup. Finishes long, silky, and slippery. $73 CAD "
3258,"<price>65<rating>87<whiskey>Jura 16 year old Diurachs’ Own, 43%<review>Diurachs are the inhabitants of the Isle of Jura, and this single malt named in their honor is initially matured in bourbon casks before 2 years of finishing in amoroso sherry casks. Floral and honeyed on the nose, with caramel, pine, and spicy dark chocolate. Sweet and oily on the palate, where the chocolate changes from plain to milk, with vanilla and delicate cloves. Darkening chocolate and drying oak in the finish."
3259,"<price>45<rating>77<whiskey>Signatory (distilled at Bunnahabhain) cask #5279 1997 vintage 9 year old, 59.9%<review>The owners of Bunnahabhain are making a peated version of this normally unpeated Islay whisky to put in their peated blend, Black Bottle. But they have not yet put out, as a regular item, a peated expression of Bunnahabhain for purchase. However, some of the independent bottlers got their hands on some, and this might be the first one to be offered in the U.S. It’s what you would expect a 9 year old peated Bunnahabhain to taste like: toffee, vanilla fudge, and nuts (the Bunny signature), kiln peat smoke, and a bit too much youthfulness. It needs a few more years to mature to acceptable levels. (Bottled for Binny’s Beverage Depot)"
3260,"<price>250<rating>92<whiskey>Exclusive Malts (distilled at Longmorn) 28 year old, 51.6%<review>The nose is fascinating, as if dust is cohering into form, and fruity form at that. When it emerges there’s baked banana, fruitcake, citrus peels, passion fruit, mango, mace flower, and nutmeg. A mossy edge anchors it to earth. Even livelier with water, this is a superbly balanced, mature whisky. The palate is pure, with big retronasal impact of the spice. Layered and long, it’s at its best neat; you need the intensity to amplify all the complexity. Superb."
3261,"<price>95<rating>78<whiskey>That Boutique-y Whisky Company (distilled at North British; batch 2), 49.3%<review>Papier mâché, adhesives, lemongrass, green cardamom, peanut, pear, and other aromatic, fruity characteristics create a puzzling aroma profile. On sipping, there is fruity baked apple, sherbet, and glowing light citrus notes of orange, grapefruit, and lime, with a medium weight structure. The flavors tip toward a slight sour fruit note, but as this flattens out, creaminess rules. The finish suffers a short, quick death, leaving mild, sour fruit. Water brings crystallized lemon on the nose and sweeter, light fruits. £63"
3262,"<price>65<rating>88<whiskey>Signatory (distilled at Brora) 18 year old, 1983, 43%<review>Pale gold/straw color. Fresh, appetizing aroma and flavor of brine, delicate peat, gentle sweetness, and a touch of spice and seaweed. Medium in body and slightly oily in texture. Nicely balanced and clean, with a salty, dryish finish. This is a lovely, very appetizing expression of a distillery that has been closed and dismantled. (It was the original Clynelish distillery.) It is a very nice example of a northern Highland whisky, and expresses a great balance between sweetness and brine, youth and maturity. However, I would have liked to have seen it bottled at a higher strength."
3263,"<price>485<rating>92<whiskey>Glenrothes Vintage 1988 2nd Edition, 44.1%<review>Matured in a mixture of first-fill American sherry hogsheads and refill sherry butts, this is rich and fragrant on the nose, with dark berries and marzipan, then glacé cherries and wood polish. The palate is voluptuous with spicy dark fruit, Christmas cake, vanilla, milk chocolate, and a hint of dark rum. Dried fruits in the finish, with raisins, aniseed, and soft oak. Finally, plain chocolate. Superb! £375"
3264,"<price>45<rating>88<whiskey>Kilkerran 12 year old, 46%<review>After six ‘Work in Progress’ releases, Kilkerran from Glengyle Distillery has finally come of age with this core expression. It comprises 70% whisky from first-fill bourbon casks and 30% from sherry casks. Floral on the nose, with honey and a hint of brine, then peaty fruit notes develop. The palate is confident and oily, slightly earthy, with tinned peaches, black pepper, cinnamon, smoke, and a suggestion of medicine chests. The finish is relatively long, with pepper, licorice, and drying oak."
3265,"<price>43<rating>83<whiskey>Breizh, 42%<review>The price tag — higher than the entry level single malt — gives an indication as to what to expect from this blend, and it's a cracker. Made with 50 percent grain and 50 percent malt, the taste here is punctuated by a distinctive and unusual salt and pepper delivery. Beyond that there's creamy vanilla, soft peach, and a creamy rounded finish. It really dares to be different. €32 "
3266,"<price>66<rating>92<whiskey>The Feathery, 40%<review>Chocolate-covered raisins scoffed on a heathery moor, leather riding tack, intense plain chocolate, malt loaf, mixed nuts, Medjool dates, and traces of wood ash. A gorgeous, unctuous mouthfeel with flavors spun around bright sparks of orange, dark toffee, and rich maltiness, melding to black cherry, stewed fruits, licorice, and charred oak. Named for the leather golf balls packed with goose feathers used in the early 19th century. Sink one for a birdie. From the bottlers of Sheep Dip. £39"
